Geneid	HCO118C	HCO118OE	HCO80C	HCO80OE	HCO83C	HCO83OE	HCO88C	HCO88OE	HCO89C	HCO89OE
FP236240.2	0	0	0	0	0	0	0	0	0	0
FP236240.1	0	0	0	0	0	0	0	0	0	0
CRYAA2	0	0	0	0	0	0	0	0	0	0
CU638689.4	0	0	0	0	1	0	12	17	0	3
CU638689.1	0	0	0	0	0	0	0	0	0	0
CU638689.3	0	0	0	0	0	0	0	0	0	0
CU638689.2	0	0	0	0	0	0	0	0	0	0
CU638689.5	1	2	1	0	1	1	1	3	2	2
FP475955.3	0	0	0	0	0	0	0	0	0	0
FP475955.1	0	0	0	0	0	0	0	0	0	0
MIR8069-1	0	0	0	0	0	0	0	0	0	0
FP475955.4	0	0	0	0	0	0	0	0	0	0
FP475955.2	0	0	0	0	0	0	0	0	0	0
CU634019.6	0	0	0	0	0	0	0	0	0	1
CU634019.4	0	0	0	0	0	0	0	0	0	0
CU634019.5	0	0	0	0	0	0	0	0	0	0
CU634019.2	0	0	0	0	0	0	0	0	0	0
CU634019.1	0	0	0	2	4	2	3	1	1	0
CU634019.7	0	0	0	0	0	0	0	0	0	0
CU634019.3	0	0	0	0	0	0	0	0	0	0
CU633904.2	0	0	0	0	0	0	0	0	0	0
CU633904.3	0	0	0	0	0	0	0	0	0	0
CU633904.1	0	0	2	0	1	0	1	2	0	3
FP236241.2	0	0	0	0	0	0	0	0	0	0
FP236241.1	0	1	0	0	0	2	0	0	0	0
SMIM11B	0	0	0	0	0	0	0	0	0	0
FAM243B	0	0	0	0	0	0	0	0	0	0
SMIM34B	0	0	0	0	0	0	0	0	0	0
KCNE1B	0	0	0	2	2	0	0	1	0	0
FP671120.2	0	0	0	0	0	0	0	0	0	0
FP671120.1	0	1	0	1	2	0	4	1	0	0
MIR6724-1	0	0	0	0	0	0	0	0	0	0
MIR3648-1	0	2	1	2	2	1	9	3	2	0
MIR3687-1	0	0	0	0	0	0	0	0	0	1
FP671120.3	0	0	1	0	0	0	0	2	0	0
RNA5-8SN2	0	0	0	2	4	2	0	3	0	0
MIR6724-2	0	0	0	0	0	0	0	0	0	0
FP671120.4	2	4	4	1	6	2	8	11	7	3
FP236383.1	1	10	2	1	3	0	3	8	4	1
MIR6724-3	0	0	0	0	0	0	0	0	0	0
FP236383.2	0	0	0	0	0	0	0	0	0	0
MIR6724-4	0	0	0	0	0	0	0	0	0	0
FP236383.3	0	0	0	0	0	0	0	0	0	0
RPSAP68	0	0	0	0	0	0	0	0	0	0
CR381572.2	0	0	0	0	0	0	0	0	0	0
CR381572.1	0	0	0	0	0	0	0	0	0	0
LINC01666	0	0	0	0	0	0	0	0	0	0
SNX18P10	0	0	0	0	0	0	0	0	0	0
MTCO1P1	0	0	0	0	0	0	0	0	0	0
CR381670.1	0	0	0	0	0	0	1	0	0	1
MIR3648-2	0	0	0	0	0	0	0	0	0	0
MIR3687-2	0	0	0	0	0	0	0	0	0	0
CR392039.3	0	0	0	0	0	0	0	0	0	0
CR392039.2	0	0	0	0	0	0	0	0	1	2
CR392039.5	0	0	0	0	0	0	0	0	0	0
TEKT4P2	4	1	12	11	4	5	19	16	14	22
CR392039.4	0	0	0	0	4	0	0	0	1	0
CR392039.1	0	0	0	0	5	0	0	0	0	0
CR381653.1	1	1	1	3	1	4	1	3	4	6
SNX18P12	0	0	0	0	0	1	1	0	0	0
CR381653.2	0	0	0	0	2	0	0	0	2	2
AC124864.2	0	0	0	0	0	0	0	0	0	0
AC124864.1	0	0	0	0	0	0	0	0	0	0
LINC01667	0	0	0	0	0	0	0	0	0	0
AC018692.3	0	0	0	0	0	0	0	0	0	0
AC018692.2	0	0	0	0	0	0	0	0	0	0
RN7SL52P	0	0	0	0	0	0	0	0	0	0
AC018692.1	0	0	0	0	0	0	0	0	0	0
CR382285.1	0	0	0	0	0	0	0	3	2	0
CR382285.2	0	0	0	0	0	0	0	0	0	0
CR382287.2	1	0	0	0	0	0	0	0	0	0
CR382287.1	0	0	0	0	0	0	0	0	0	0
AP003900.1	0	0	0	0	0	0	0	0	0	0
EIF3FP1	0	0	0	0	0	0	0	0	0	0
VN1R7P	0	0	0	0	0	0	0	0	0	1
AF254983.2	0	0	0	0	0	0	0	0	0	0
BAGE2	0	0	0	0	0	0	0	0	0	0
AF254983.1	0	0	0	0	0	0	0	0	0	0
TPTE	0	0	0	0	0	0	0	0	0	0
CYCSP41	0	0	0	0	0	0	0	0	0	0
SLC25A15P4	0	0	0	0	0	0	0	0	0	0
AF254982.1	0	0	0	0	0	0	0	0	0	0
IGHV1OR21-1	0	0	0	0	0	0	0	0	0	0
AP001464.1	0	0	0	0	0	0	0	0	0	0
ANKRD30BP2	0	0	0	0	0	0	0	0	0	0
RNU6-614P	0	0	0	0	0	0	0	0	0	0
ZNF355P	0	0	0	0	0	0	0	0	0	0
AJ239321.1	0	0	0	0	0	0	0	0	0	0
AJ239318.1	0	0	0	0	0	0	0	0	0	0
FGF7P2	0	0	0	0	0	0	0	0	0	0
ANKRD30BP1	0	0	0	0	0	0	0	0	0	0
MIR3156-3	0	0	0	0	0	0	0	0	0	0
GTF2IP2	0	0	0	0	0	0	0	0	0	0
VN1R8P	0	0	0	0	0	0	0	0	0	0
SNX19P1	0	0	0	0	0	0	0	0	0	0
OR4K11P	0	0	0	0	0	0	0	0	0	0
LINC01674	0	0	0	0	0	0	0	0	0	0
OR4K12P	0	0	0	0	0	0	0	0	0	0
POTED	0	0	0	0	0	0	0	0	0	0
RNU6-286P	0	0	0	0	0	0	0	0	0	0
MIR3118-1	0	0	0	0	0	0	0	0	0	0
AL050303.3	0	0	0	0	0	0	0	0	0	0
GRAMD4P1	0	0	0	0	0	0	0	0	0	0
CXADRP1	0	0	0	0	0	0	0	0	0	0
AL050303.4	0	0	0	0	0	0	0	0	0	0
AL050303.2	0	0	0	0	0	0	0	0	0	0
MIR8069-2	0	0	0	0	0	0	0	0	0	0
FEM1AP1	0	0	0	0	0	0	0	0	0	0
AL050303.1	0	0	0	0	0	0	0	0	0	0
TERF1P1	0	0	0	0	0	0	0	0	0	0
FAM207CP	0	0	0	0	0	0	0	0	0	0
GXYLT1P2	0	0	0	0	0	0	0	0	0	0
CNN2P7	0	0	0	0	0	0	0	0	0	0
ZNF114P1	0	0	0	0	0	0	0	0	0	0
CYP4F29P	0	0	0	0	0	0	0	0	0	0
SNX18P13	0	0	0	0	0	0	0	0	0	0
ANKRD20A11P	0	0	0	0	0	0	0	0	1	0
RHOT1P2	0	0	0	0	0	0	0	0	0	0
RNU6-954P	0	0	0	0	0	0	0	0	0	0
NF1P3	0	0	0	0	0	0	0	0	0	0
PPP6R2P1	0	0	0	0	0	0	0	0	0	0
FRG2MP	0	0	0	0	0	0	0	0	0	0
AP001347.1	0	0	0	1	0	0	0	0	0	0
ANKRD20A18P	0	0	0	0	0	0	0	0	0	0
RNA5SP488	0	0	0	0	0	0	0	0	0	0
LIPI	0	0	1	0	0	0	0	0	0	0
ERLEC1P1	0	0	0	0	0	0	0	0	0	0
RBM11	0	0	0	3	0	2	0	0	0	0
ABCC13	47	70	32	37	233	335	38	27	65	108
HSPA13	507	983	785	678	1298	1000	1030	866	1123	1258
SAMSN1	0	0	0	0	0	0	0	0	0	0
SAMSN1-AS1	0	0	0	0	0	0	0	0	0	0
AF127936.2	0	0	0	0	0	0	0	0	0	0
POLR2CP1	0	0	0	0	0	0	0	0	0	0
AF127936.1	0	0	0	0	0	0	0	0	0	0
GAPDHP16	0	0	0	0	0	0	0	0	0	0
AF127577.4	74	86	80	89	109	72	153	146	61	124
LINC02246	9	8	6	3	6	10	14	10	12	13
RBMX2P1	0	0	0	0	0	0	1	3	3	0
AF127577.3	0	0	0	0	0	0	0	0	0	3
NRIP1	832	976	933	925	1482	1537	1872	1955	1586	2337
AF127577.1	0	0	0	0	0	0	0	0	0	0
AF127577.2	1	0	0	0	2	0	1	1	0	2
AF127577.6	0	0	0	0	5	3	0	1	2	6
AF127577.5	0	0	0	1	0	0	0	0	1	1
AF246928.1	0	0	0	0	0	0	0	0	0	0
AJ009632.2	0	0	0	0	0	0	0	1	0	0
CYCSP42	0	0	0	0	0	0	0	0	0	0
AJ009632.1	0	0	0	0	0	0	0	0	0	0
RNU6-1326P	0	0	0	0	0	0	0	0	0	0
RAD23BP3	0	0	0	0	0	0	0	0	0	0
USP25	899	1043	858	890	1126	1068	1292	1135	968	1484
RBPMSLP	0	0	0	0	0	0	0	1	0	0
MIR99AHG	0	0	0	0	0	1	0	0	0	0
RNU6-426P	0	0	0	0	0	0	0	0	0	0
VDAC2P1	0	0	0	0	0	0	0	0	0	0
RPS26P5	0	0	0	0	0	0	0	0	0	0
SNORD74B	0	0	0	0	0	0	0	0	0	0
AP001172.1	0	0	0	0	0	0	0	0	0	0
AP001172.2	0	0	0	0	0	0	0	0	0	0
AP000962.2	0	0	0	0	0	0	0	0	0	0
MIR99A	0	0	0	0	0	0	0	0	0	0
MIRLET7C	0	0	0	0	0	0	0	0	0	0
AP000962.1	0	0	0	0	0	0	0	0	0	0
MIR125B2	0	0	0	0	0	0	0	0	0	0
RNU1-98P	0	0	0	0	0	0	0	0	0	0
AF130359.1	0	0	0	0	0	0	0	0	0	0
AF212831.1	0	0	0	0	0	0	0	0	0	0
NEK4P1	0	0	0	0	0	0	0	0	0	0
AP000457.1	0	0	0	0	0	0	0	0	0	0
RNU6-113P	0	0	0	0	0	0	0	0	0	0
LINC01549	0	0	0	0	0	0	0	0	0	4
RPL39P40	2	3	0	0	16	18	10	17	4	6
RN7SL163P	0	0	0	0	0	0	0	0	0	0
CXADR	3276	2802	2492	2067	4142	2909	5305	4837	3394	4522
BTF3L4P1	0	0	0	0	0	0	1	0	0	1
BTG3	719	441	526	441	1155	661	844	784	619	731
BTG3-AS1	14	13	6	2	18	23	24	19	4	13
AP000432.1	0	0	0	0	0	0	0	0	0	0
AP000432.2	0	0	0	0	0	0	0	0	0	0
C21orf91-OT1	0	0	0	0	0	0	0	0	0	0
C21orf91	41	25	13	29	62	48	54	68	35	50
AL109761.1	0	0	0	0	0	0	0	0	0	0
CHODL-AS1	0	0	0	0	0	0	0	0	0	0
RPL37P3	0	0	0	0	0	0	0	0	0	0
CHODL	0	0	0	0	0	0	0	0	0	0
AF130417.1	0	0	0	0	0	0	0	0	0	0
TMPRSS15	0	0	0	0	0	0	0	3	0	0
AL109763.1	0	0	0	0	0	0	0	0	0	0
MIR548XHG	0	0	0	0	0	0	0	0	0	0
AF240627.1	0	0	0	0	0	0	0	0	0	0
MIR548X	0	0	0	0	0	0	0	0	0	0
PPIAP22	639	658	861	773	792	801	656	674	760	820
AL157359.3	0	0	0	0	0	0	0	0	0	0
AL157359.2	0	0	0	0	0	0	0	0	0	0
AL157359.1	0	0	0	0	0	0	0	0	0	0
AP000431.2	0	0	0	0	0	0	0	0	0	0
AP000431.1	0	0	0	0	0	0	0	0	0	0
SLC6A6P1	0	0	0	0	0	0	0	0	0	0
AP000855.1	0	0	0	0	0	0	0	0	0	0
RNU1-139P	0	0	0	0	0	0	0	0	0	0
RPL37P4	0	0	0	0	0	0	0	0	0	0
AP000403.1	0	0	0	0	0	0	0	0	0	0
AP000568.1	0	1	0	0	6	0	0	1	0	0
C1QBPP1	0	0	0	0	0	0	0	0	0	0
LINC01683	0	0	0	0	0	0	0	0	0	0
LINC02573	0	0	0	0	0	0	0	0	0	0
RNU6-772P	0	0	0	0	0	0	0	0	0	0
RN7SKP147	0	0	0	0	0	0	0	0	0	0
FDPSP6	0	0	0	0	0	0	0	0	0	0
KRT18P2	0	0	0	0	0	0	0	0	0	0
RPS3AP1	0	0	0	0	0	0	0	0	0	0
AP001506.1	0	0	0	0	0	0	0	0	0	0
LINC00320	0	0	0	0	0	0	0	0	0	0
PPIAP1	0	0	0	0	0	0	0	0	0	0
NCAM2	0	0	0	0	0	0	1	5	0	0
AP001136.1	0	0	0	0	0	0	0	0	0	0
AP001117.1	0	0	0	0	0	0	0	0	0	0
AF241725.1	0	0	0	0	0	0	0	0	0	0
LINC00317	0	0	0	0	0	0	0	0	0	0
LINC01425	0	0	0	0	0	0	0	0	0	0
AP000472.1	0	0	0	0	0	0	0	0	0	0
LINC01687	0	0	0	0	0	0	0	0	0	0
LINC00308	0	0	0	0	0	0	0	0	0	0
AP000705.2	0	0	0	0	0	0	0	0	0	0
AP000705.1	0	0	0	0	0	0	0	0	0	0
RNU4-45P	0	0	0	0	0	0	0	0	0	0
AP000561.1	0	0	0	0	0	0	0	2	0	0
MAPK6P2	0	0	0	0	0	0	0	0	0	0
AP000959.1	0	0	0	0	0	0	0	0	0	0
AP000949.1	0	0	0	0	0	0	0	0	0	0
AP001116.1	0	0	0	0	0	0	0	0	0	0
MIR6130	0	0	0	0	0	0	0	0	0	0
ZNF299P	0	0	0	0	0	0	0	0	0	0
MSANTD2P1	0	0	0	0	0	0	0	0	0	3
RNU2-55P	0	0	0	0	0	0	0	0	0	0
D21S2088E	0	0	0	0	0	0	0	0	0	0
EEF1A1P1	0	0	0	0	0	0	0	0	0	0
TUBAP	0	0	0	0	0	0	0	0	0	0
AP000459.1	0	0	0	0	0	0	0	0	0	0
AP000474.1	0	0	0	0	0	0	0	0	0	0
AP000477.2	0	0	0	0	0	0	0	0	0	0
AP000477.1	0	0	0	0	0	0	0	0	0	0
AP000470.1	0	0	0	0	0	0	0	0	0	0
LINC01689	0	0	0	0	0	0	0	0	0	1
LINC01684	0	0	0	0	0	0	0	0	0	0
LINC01692	0	0	0	0	0	0	0	0	0	0
AP000402.1	0	0	0	0	0	0	0	0	0	0
AP000146.1	0	0	0	0	0	0	0	0	0	0
AP001342.1	0	0	0	0	0	0	0	0	0	0
AP000235.1	0	0	0	0	0	0	0	0	0	0
AP000233.2	0	0	0	0	0	0	0	0	0	0
RN7SKP236	0	0	0	0	0	0	0	0	0	0
AP000233.1	0	0	0	0	0	0	0	0	0	0
AP001341.1	0	0	0	0	0	0	0	0	0	0
RNA5SP489	0	0	0	0	0	0	0	0	0	0
RPL13AP7	7	2	6	1	1	2	3	6	4	3
AP001340.1	0	0	0	0	0	0	0	0	0	0
LINC00158	0	0	0	0	0	0	0	0	0	0
AP000221.1	0	0	0	0	0	0	0	0	0	0
MIR155HG	0	0	0	0	7	12	4	4	2	5
MIR155	0	0	0	0	0	0	0	0	0	0
LINC00515	1	0	3	1	3	0	2	2	0	0
MRPL39	366	265	321	321	701	592	364	352	313	354
JAM2	0	0	0	0	0	1	2	1	0	0
RNGTTP1	0	0	0	0	0	0	0	0	0	0
FDX1P2	0	0	0	0	0	0	0	0	0	0
ATP5PF	1183	1336	1408	1468	3443	3622	1419	1643	1497	2190
GABPA	700	604	617	645	1139	905	930	875	797	1074
LLPHP2	0	0	0	0	0	2	0	0	0	1
APP	32847	31061	27404	24310	15666	13636	28392	23354	25806	20438
AP001442.1	0	1	0	0	4	3	2	2	1	1
RNU6-123P	0	0	0	0	0	0	0	1	0	0
AP001439.1	0	0	0	0	1	3	0	0	0	0
AP000229.1	0	0	0	0	0	1	4	0	0	4
RNU6-926P	0	0	0	0	0	0	0	0	0	0
AP001595.1	0	0	0	0	0	0	0	0	0	0
AP001596.1	0	0	0	0	0	0	0	1	0	0
CYYR1-AS1	0	0	0	0	0	0	0	0	0	0
AP001596.2	0	0	0	0	0	0	0	0	0	0
CYYR1	0	0	0	0	0	0	0	0	0	0
ADAMTS1	0	0	0	0	0	0	0	0	0	0
AP001599.1	0	0	0	0	0	0	0	0	0	0
ADAMTS5	0	0	0	0	0	0	0	0	0	0
MIR4759	0	0	0	0	0	0	0	0	0	0
GPX1P2	0	0	0	0	0	0	0	0	0	0
AP001605.1	0	0	0	0	0	0	0	0	0	0
AP001604.1	0	0	0	0	0	0	0	0	0	0
EIF4A1P1	0	0	0	0	0	0	0	0	0	0
RPL10P1	0	0	0	0	1	0	2	0	0	1
NCSTNP1	0	0	0	0	0	0	0	0	0	0
LINC01673	0	0	0	0	0	0	0	0	0	0
LINC00113	0	0	0	0	0	0	0	1	0	0
AJ006995.1	0	0	0	0	0	0	0	0	0	0
LINC00314	0	0	0	0	0	0	0	0	0	0
LINC01697	0	0	0	0	0	0	0	1	0	1
LINC01695	0	0	0	0	0	0	0	0	0	0
AF165147.1	0	0	0	0	1	0	0	0	0	0
LINC00161	0	0	0	0	0	0	0	0	0	0
N6AMT1	35	53	36	56	68	64	73	55	59	59
HSPD1P7	0	0	0	0	0	0	0	0	0	0
THUMPD1P1	0	0	0	0	0	0	0	0	0	0
LTN1	964	847	1133	992	2818	2324	1113	1211	973	1211
RPL23P2	0	0	1	1	0	1	4	0	1	1
RWDD2B	140	162	114	152	132	127	84	105	77	121
AF129075.2	0	0	0	0	0	2	0	0	1	0
USP16	486	560	544	575	2135	2296	1203	1221	956	1594
CCT8	3395	3152	4267	4141	5471	4815	3690	4028	3692	4285
AF129075.1	0	1	0	0	5	1	6	3	0	1
MAP3K7CL	14	34	18	18	23	29	12	8	7	3
RPL12P9	0	0	0	0	0	1	0	0	0	0
AF124730.1	2	1	0	1	15	16	13	6	0	5
LINC00189	0	0	0	1	0	1	0	1	0	1
BACH1	1195	1284	1267	1115	1229	1152	2356	2134	1644	2240
GAPDHP14	0	0	0	0	2	2	2	0	2	0
BACH1-IT1	2	2	2	0	1	4	7	5	5	1
AP000240.1	0	0	0	0	2	2	3	2	3	1
BACH1-AS1	0	0	0	0	1	5	1	1	2	1
BACH1-IT2	0	0	0	0	3	2	1	0	2	3
BACH1-IT3	0	0	0	0	0	0	0	0	0	0
GRIK1	1	0	0	0	5	1	1	0	0	1
AP000238.1	0	0	1	0	2	0	0	0	0	0
GRIK1-AS1	0	0	0	0	0	0	0	0	0	0
AF096876.1	0	0	0	0	0	0	0	0	0	0
CLDN17	0	0	0	0	0	0	0	0	0	0
LINC00307	0	0	0	0	0	0	0	0	0	0
CLDN8	0	0	0	0	0	0	0	0	0	0
RPL8P2	0	0	0	1	0	0	0	0	0	0
KRTAP24-1	0	0	0	0	0	0	0	0	0	0
KRTAP25-1	0	0	0	0	0	0	0	0	0	0
KRTAP26-1	0	0	0	0	0	0	0	0	0	0
KRTAP27-1	0	0	0	0	0	0	0	0	0	0
KRTAP23-1	0	0	0	0	0	0	0	0	0	0
KRTAP13-6P	0	0	0	0	0	0	0	0	0	0
KRTAP13-2	0	0	0	0	0	0	0	0	0	0
MIR4327	0	0	0	0	0	0	0	0	0	0
KRTAP13-1	0	0	0	0	0	0	0	0	0	0
KRTAP13-3	0	0	0	0	0	0	0	0	0	0
KRTAP13-4	0	0	0	0	0	0	0	0	0	0
KRTAP13-5P	0	0	0	0	0	0	0	0	0	0
KRTAP15-1	0	0	0	0	0	0	0	0	0	0
KRTAP19-1	0	0	0	0	0	0	0	0	0	0
KRTAP19-2	0	0	0	0	0	0	0	0	0	0
KRTAP19-3	0	0	0	0	0	0	0	0	0	0
KRTAP19-4	0	0	0	0	0	0	0	0	0	0
KRTAP19-5	0	0	0	0	0	0	0	0	0	0
KRTAP19-9P	0	0	0	0	0	0	0	0	0	0
KRTAP19-10P	0	0	0	0	0	0	0	0	0	0
AP000567.1	0	0	0	0	0	0	0	0	0	0
KRTAP19-11P	0	0	0	0	0	0	0	0	0	0
KRTAP19-6	0	0	0	0	0	0	0	0	0	0
KRTAP19-7	0	0	0	0	0	0	0	0	0	0
KRTAP22-2	0	0	0	0	0	0	0	0	0	0
KRTAP6-3	0	0	0	0	0	0	0	0	0	0
KRTAP6-2	0	0	0	0	0	0	0	0	0	0
KRTAP22-1	0	0	0	0	0	0	0	0	0	0
KRTAP6-1	0	0	0	0	0	0	0	0	0	0
KRTAP20-1	0	0	0	0	0	0	0	0	0	0
KRTAP20-4	0	0	0	0	0	0	0	0	0	0
KRTAP20-2	0	0	0	0	0	0	0	0	0	0
KRTAP20-3	0	0	0	0	0	0	0	0	0	0
KRTAP21-3	0	0	0	0	0	0	0	0	0	0
KRTAP21-4P	0	0	0	0	0	0	0	0	0	0
KRTAP21-2	0	0	0	0	0	0	0	0	0	0
KRTAP21-1	0	0	0	0	0	0	0	0	0	0
AP000244.1	0	0	0	0	0	0	0	0	0	0
KRTAP8-2P	0	0	0	0	0	0	0	0	0	0
KRTAP8-3P	0	0	0	0	0	0	0	0	0	0
KRTAP8-1	0	0	0	0	0	0	0	0	0	0
KRTAP7-1	0	0	0	0	0	0	1	0	0	0
KRTAP11-1	0	0	0	0	0	0	0	0	0	0
KRTAP19-8	0	0	0	0	0	0	0	0	0	0
UBE3AP2	0	0	0	0	0	0	0	1	0	0
TIAM1	132	96	42	37	21	11	23	27	29	15
AP000563.1	0	0	0	0	0	0	0	0	0	0
AP000251.1	0	4	3	5	0	5	3	0	0	0
FBXW11P1	1	0	1	0	0	7	2	3	1	2
AP000253.1	0	1	0	0	0	1	1	1	3	3
SOD1	1853	2768	2423	3034	6470	8473	3550	4298	3427	6101
AP000254.1	3	7	4	5	14	6	20	24	18	27
SCAF4	680	798	631	698	329	379	412	411	459	401
HMGN1P2	0	0	0	0	0	0	0	0	0	1
AP000255.1	0	0	1	0	0	0	0	0	0	0
TPT1P1	0	0	0	0	1	0	0	0	0	0
HUNK	6	16	14	23	4	12	27	29	11	15
HUNK-AS1	0	0	0	0	0	0	0	0	0	0
LINC00159	0	0	0	0	0	0	0	0	0	0
AP000265.1	0	0	0	0	0	0	0	0	0	0
MIS18A	181	183	203	228	94	115	141	134	112	101
MIS18A-AS1	1	0	0	0	0	2	1	2	3	1
MRAP	0	0	0	0	2	0	0	0	0	0
AP000266.1	0	0	0	0	0	0	0	2	1	0
URB1	660	529	239	256	110	156	127	102	167	112
SNORA80A	0	0	1	0	0	0	0	0	0	0
URB1-AS1	41	62	9	25	43	73	89	97	77	99
EVA1C	79	79	12	14	2	14	24	15	37	18
EXOSC3P1	0	0	0	0	0	0	0	3	0	0
RNA5SP490	0	0	0	0	0	0	0	0	0	0
LINC00846	0	2	0	0	1	0	0	0	0	0
TCP10L	6	3	1	1	3	2	0	3	0	3
AP000275.2	0	0	0	0	0	0	0	0	0	0
CFAP298	152	184	106	155	98	102	120	114	91	112
OR7E23P	0	0	0	0	0	0	0	0	0	0
AP000275.1	0	0	0	0	0	0	0	0	0	0
SYNJ1	165	158	149	158	161	120	133	103	120	99
PAXBP1-AS1	3	1	2	1	4	8	2	2	1	0
PAXBP1	180	202	183	186	655	457	780	700	461	627
C21orf62-AS1	0	9	1	1	3	1	20	17	12	17
AP000280.1	0	0	0	0	0	0	0	0	0	0
C21orf62	0	0	0	0	1	2	4	0	3	4
AP000281.1	0	0	0	0	0	0	0	0	0	0
AP000281.2	0	0	0	0	0	0	1	0	0	0
AP000282.1	0	0	0	0	0	0	0	0	0	0
LINC01690	0	0	0	0	0	0	0	0	0	0
OLIG2	0	0	0	0	0	0	0	0	0	0
LINC00945	0	0	0	0	0	0	0	0	0	0
OLIG1	0	0	0	0	0	0	0	0	0	0
AP000289.1	0	0	0	0	0	0	0	0	0	0
AP000290.1	0	0	0	0	0	0	0	0	0	0
LINC01548	0	0	0	0	0	0	0	0	0	0
IFNAR2	64	65	47	42	73	84	29	32	47	67
AP000295.1	0	0	0	0	0	0	0	0	0	0
IL10RB-DT	4	10	9	9	18	17	7	13	10	11
IL10RB	27	18	17	23	23	14	31	23	27	41
IFNAR1	1564	1264	1345	1253	849	922	1465	1305	1006	1099
USF1P1	0	0	0	0	0	2	0	0	0	0
IFNGR2	3153	2719	3936	3055	3104	1883	3751	3300	2817	2618
TMEM50B	406	440	433	432	990	1101	1011	968	794	1062
RPS5P3	0	0	0	0	0	0	0	0	0	0
AP000302.1	0	0	0	0	1	0	0	0	0	0
DNAJC28	13	5	9	9	14	50	28	18	34	39
GART	1221	1405	1062	1012	935	995	663	562	645	672
BTF3P6	0	0	0	0	2	0	0	2	0	2
SON	4346	4190	4484	4214	2856	2606	3222	2747	2927	2899
MIR6501	0	0	0	0	0	0	0	0	0	0
DONSON	195	157	202	268	311	267	173	193	181	244
AP000311.1	0	0	0	0	0	0	0	0	0	0
CRYZL1	169	250	192	215	379	357	364	313	246	385
ITSN1	1217	1173	1500	1214	1004	1043	1147	1029	949	857
ATP5PO	531	546	616	555	1512	1826	706	672	612	842
LINC00649	1	3	28	34	37	82	112	70	3	14
RN7SL740P	0	0	0	0	0	0	0	0	0	0
AP000569.1	2	1	0	1	1	0	1	1	0	6
MRPS6	1122	1095	756	670	722	766	1090	935	947	944
SLC5A3	1748	1101	933	628	1303	1515	2659	1906	1937	1544
AP000317.2	0	0	0	0	0	0	0	0	0	0
RPS5P2	4	0	0	0	0	0	1	1	0	0
LINC00310	0	1	0	0	0	2	0	3	0	0
AP000317.1	0	2	0	0	0	0	0	0	0	0
KCNE2	0	0	0	0	1	0	1	0	0	0
AP000320.1	0	0	0	0	0	0	0	0	0	0
SMIM11A	0	0	0	0	0	0	0	0	0	0
FAM243A	0	0	0	0	0	0	0	0	0	0
AP000322.2	0	0	0	0	0	0	0	0	0	0
SMIM34A	0	0	0	0	0	0	0	0	0	0
AP000322.1	0	0	0	0	0	0	0	0	0	0
KCNE1	0	0	1	0	2	2	0	1	1	2
RCAN1	1051	1366	2064	1506	4481	2724	3924	3216	5291	3661
CLIC6	68	100	135	126	116	124	554	454	75	91
LINC00160	0	0	0	0	0	0	0	0	0	0
LINC01426	0	0	0	0	0	0	0	0	0	1
RUNX1	554	486	472	454	329	329	428	484	377	353
AF015262.1	0	0	2	0	0	0	0	0	1	0
RPL34P3	0	0	0	0	0	0	0	0	0	0
EZH2P1	0	0	0	0	0	0	0	0	0	0
AF015720.1	0	0	0	0	0	0	0	0	0	0
MIR802	0	0	0	0	0	0	0	0	0	0
RPS20P1	0	0	0	0	0	0	0	0	0	0
PPP1R2P2	0	0	0	0	0	0	0	0	0	0
LINC01436	0	0	0	0	0	0	0	0	0	0
RPL23AP3	0	1	0	0	0	0	0	0	0	0
SETD4	117	120	34	54	119	151	131	105	169	203
RIMKLBP1	0	0	1	0	1	0	0	1	0	0
AP000688.4	0	0	0	0	0	0	0	0	0	0
RNU6-992P	0	0	0	0	0	0	0	0	0	0
AP000688.1	0	0	0	0	0	0	2	3	0	5
CBR1	865	1210	388	516	517	1073	452	421	677	978
AP000688.3	0	0	0	0	0	0	0	0	0	0
AP000688.2	0	0	0	0	0	0	0	1	0	0
MEMO1P1	4	6	2	1	1	2	1	3	1	2
CBR3-AS1	2	9	2	7	5	15	30	27	4	27
RPS9P1	0	0	0	0	0	0	0	0	0	0
CBR3	4	10	1	2	0	3	14	11	2	1
DOP1B	1448	2035	907	1070	416	807	828	690	411	578
RPL3P1	0	0	0	0	10	0	1	2	1	0
SRSF9P1	1	3	0	0	2	3	3	0	1	1
AP000692.2	0	5	0	1	0	0	1	1	0	5
MORC3	821	640	651	523	1982	1433	1246	1164	716	1003
AP000692.1	0	0	0	0	6	8	1	2	0	3
CHAF1B	77	82	75	107	14	30	75	25	60	40
ATP5MFP1	0	0	0	0	0	0	0	0	0	1
AP000695.1	0	0	0	0	0	0	0	0	0	0
AP000695.2	4	1	0	0	1	1	6	4	3	1
CLDN14	2	1	2	0	0	0	2	4	3	4
AP000695.3	0	0	0	0	0	0	1	0	0	0
PSMD4P1	0	0	0	0	0	0	0	0	0	0
AP000696.1	0	0	0	0	0	0	0	0	0	0
AP000697.1	0	0	0	0	0	0	0	0	0	0
SIM2	23	33	2	0	3	7	8	1	2	5
HLCS	413	623	388	444	231	289	207	142	308	293
HLCS-IT1	0	0	0	0	1	0	0	0	1	0
RNA5SP491	0	0	0	0	0	0	0	0	0	0
DPRXP5	0	0	0	0	1	0	0	0	0	0
AP000704.1	0	2	0	1	2	7	0	0	3	2
MRPL20P1	0	0	0	0	0	0	0	0	0	0
